Date,clsprc_pre,opnprc,highprc,lowprc,clsprc,volume,dvol,ret,idxret
20180828,4960.0655,4964.7342,4983.9404,4954.1656,4974.2072,5346544000,53028656165,0.2851,0.002851
20180829,4974.2072,4972.0849,4974.1638,4929.4589,4941.9607,5327221200,45121110906,-0.6483,-0.006483
20180830,4941.9607,4937.6506,4952.6076,4861.0555,4867.1214,5415846200,47422496786,-1.5144,-0.015144
20180831,4867.1214,4854.9649,4862.4442,4805.207,4814.8237,4801205400,42052874631,-1.0745,-0.010745
20180903,4814.8237,4808.3791,4840.1523,4754.8097,4838.873,5290260200,46495749586,0.4995,0.004995
20180904,4838.873,4833.8785,4905.016,4828.5239,4890.2806,6102491400,54969300206,1.0624,0.010624
20180905,4890.2806,4877.1141,4886.2734,4814.9568,4815.0343,5840354300,47239977655,-1.5387,-0.015387
20180906,4815.0343,4800.935,4849.1761,4773.8777,4793.3454,4586849400,44572540920,-0.4504,-0.004504
20180907,4793.3454,4796.8356,4867.5336,4759.4919,4791.7779,5360007200,53242803442,-0.0327,-0.000327
20180910,4791.7779,4792.5991,4794.0136,4701.289,4704.8782,5132647500,45376003771,-1.8135,-0.018135
20180911,4704.8782,4702.8347,4738.2588,4669.4177,4702.9032,4996800700,42215660888,-0.042,-0.00042
20180912,4702.9032,4700.8996,4733.5829,4681.1267,4693.9743,4254088200,38524810760,-0.1899,-0.001899
20180913,4693.9743,4727.4302,4752.8965,4655.2143,4721.2121,5569210200,47279214488,0.5803,0.005803
20180914,4721.2121,4720.7775,4724.003,4669.9429,4670.0799,5644793000,44931921146,-1.083,-0.01083
20180917,4670.0799,4649.9497,4649.9497,4586.3157,4602.3901,4933894600,37905863065,-1.4494,-0.014494
20180918,4602.3901,4588.2344,4684.2885,4584.4336,4683.5056,5443232600,44579158885,1.7625,0.017625
20180919,4683.5056,4673.9479,4772.9524,4664.1301,4736.8934,6705585600,55671375969,1.1399,0.011399
20180920,4736.8934,4734.4822,4761.4084,4723.3049,4733.4806,5639897400,43574339400,-0.072,-0.00072
20180921,4733.4806,4743.8051,4813.2902,4721.6883,4805.2151,6589519600,52507709799,1.5155,0.015155
20180925,4805.2151,4774.7923,4810.3431,4763.2055,4792.5507,5265424000,42641650959,-0.2636,-0.002636
20180926,4792.5507,4794.0697,4841.7044,4782.3906,4815.6306,6471955600,51709759382,0.4816,0.004816
20180927,4815.6306,4812.6445,4817.6168,4754.2773,4755.3803,6143767200,47097829211,-1.2511,-0.012511
20180928,4755.3803,4762.3345,4802.1578,4746.1771,4800.7287,5726864000,45938739634,0.9536,0.009536
20181008,4800.7287,4722.4176,4737.2892,4639.4004,4646.4929,6327566400,49494827742,-3.2128,-0.032128
20181009,4646.4929,4652.4876,4685.2177,4612.6352,4634.8939,5043745400,41244020750,-0.2496,-0.002496
20181010,4634.8939,4634.6392,4655.5462,4586.8864,4629.8877,5133963700,39541080144,-0.108,-0.00108
20181011,4629.8877,4483.2662,4503.1983,4274.6995,4307.4208,9056360100,64480315025,-6.9649,-0.069649
20181012,4307.4208,4267.3555,4300.0061,4136.6293,4278.0353,8152514900,56700633804,-0.6822,-0.006822
20181015,4278.0353,4283.3557,4317.7101,4195.8308,4199.1532,6229184800,44849001651,-1.8439,-0.018439
20181016,4199.1532,4193.3791,4221.3422,4076.8707,4099.6831,6107665900,44015881331,-2.3688,-0.023688
20181017,4099.6831,4147.3455,4167.7603,4038.4243,4133.3832,6952388100,47137717264,0.822,0.00822
20181018,4133.3832,4104.3335,4104.3335,4013.6486,4018.4614,5978391100,40382606949,-2.7803,-0.027803
20181019,4018.4614,3958.4458,4130.9325,3948.5593,4127.9854,6956157800,49937027368,2.7255,0.027255
20181022,4127.9854,4165.7571,4375.5985,4165.7571,4333.1445,9295831900,69510999529,4.97,0.0497
20181023,4333.1445,4336.4461,4350.7285,4228.3294,4253.5561,7466806500,54448393797,-1.8367,-0.018367
20181024,4253.5561,4233.8377,4297.3708,4207.1648,4245.4884,6282348200,44264708175,-0.1897,-0.001897
20181025,4245.4884,4124.1854,4240.5841,4103.5602,4234.4208,6968720600,48371839270,-0.2607,-0.002607
20181026,4234.4208,4260.9102,4294.5553,4217.7896,4233.9585,6798362100,46824099369,-0.0109,-0.000109
20181029,4233.9585,4220.635,4227.6435,4144.8064,4162.5255,5745157000,41278101419,-1.6871,-0.016871
20181030,4162.5255,4145.3966,4233.7942,4096.136,4204.5424,7283465000,52308156538,1.0094,0.010094
20181031,4204.5424,4207.7588,4298.2426,4204.3595,4272.5518,7468776500,53243305593,1.6175,0.016175
20181101,4272.5518,4299.4595,4367.7304,4294.8669,4298.9837,8605914200,65004691638,0.6186,0.006186
20181102,4298.9837,4366.734,4437.9818,4360.8748,4437.9456,9689216800,75808808224,3.2324,0.032324
20181105,4437.9456,4427.6324,4466.1357,4375.0414,4440.8274,8777727700,66155141568,0.0649,0.000649
20181106,4440.8274,4427.3572,4440.1054,4385.3273,4438.0965,6980304900,51219256984,-0.0615,-0.000615
20181107,4438.0965,4437.7218,4479.6944,4414.0703,4415.136,7808636800,58896533555,-0.5174,-0.005174
20181108,4415.136,4442.6555,4450.9818,4379.8833,4382.3286,7214535500,51522224308,-0.7431,-0.007431
20181109,4382.3286,4363.2135,4396.3932,4348.8119,4368.6143,6742496000,45846347515,-0.3129,-0.003129
20181112,4368.6143,4360.6321,4481.7736,4354.4675,4481.6881,8699053600,59949621268,2.5883,0.025883
20181113,4481.6881,4430.9498,4588.4964,4422.9479,4563.5351,12871036300,84982054207,1.8263,0.018263
20181114,4563.5351,4551.7973,4600.1289,4534.5243,4545.5089,11259883000,74023764776,-0.395,-0.00395
20181115,4545.5089,4540.8808,4619.8141,4539.9556,4619.8141,9830520000,69668883541,1.6347,0.016347
20181116,4619.8141,4625.0038,4691.5609,4609.8319,4659.0965,11067182400,82381068855,0.8503,0.008503
20181119,4659.0965,4660.475,4677.9674,4612.4837,4670.737,11101510600,82549163316,0.2498,0.002498
20181120,4670.737,4629.1263,4645.9,4535.8739,4537.4493,10312422500,76300239207,-2.8537,-0.028537
20181121,4537.4493,4483.378,4564.5342,4476.4164,4554.6747,9015662700,65298600566,0.3796,0.003796
20181122,4554.6747,4562.6424,4583.3734,4528.2409,4551.3264,7527499300,54157291828,-0.0735,-0.000735
20181123,4551.3264,4542.1102,4547.5147,4365.3486,4374.7644,9207482800,64245132838,-3.8794,-0.038794
20181126,4374.7644,4371.4238,4408.1135,4347.7472,4367.4619,6858469900,45641649803,-0.1669,-0.001669
20181127,4367.4619,4393.2898,4416.357,4361.0232,4387.6515,6235271000,43832226111,0.4623,0.004623
20181128,4387.6515,4389.8322,4441.8569,4333.0553,4441.8569,7250793100,50581746734,1.2354,0.012354
20181129,4441.8569,4462.7925,4473.3074,4344.9003,4345.703,7710248100,52609677007,-2.1647,-0.021647
20181130,4345.703,4334.0405,4385.0031,4291.8111,4376.6511,6384878900,44026264210,0.7122,0.007122
20181203,4376.6511,4483.6634,4536.8317,4460.3878,4515.1735,9626575200,72617444583,3.165,0.03165
20181204,4515.1735,4506.2466,4538.423,4492.0568,4536.2104,7628021300,56315559771,0.4659,0.004659
20181205,4536.2104,4456.1979,4532.2794,4445.9731,4502.7021,7427597300,55251925549,-0.7387,-0.007387
20181206,4502.7021,4476.8102,4483.3157,4405.8361,4411.0884,6604759600,52051360375,-2.0346,-0.020346
20181207,4411.0884,4419.6086,4432.3298,4397.4243,4410.9593,5175505400,41253201540,-0.0029,-0.000029
20181210,4410.9593,4381.3803,4396.4047,4350.2267,4359.3122,5394034800,40103184692,-1.1709,-0.011709
20181211,4359.3122,4373.0273,4398.063,4365.1182,4395.5702,5043078100,37194242182,0.8317,0.008317
20181212,4395.5702,4408.9142,4417.6041,4381.3236,4393.324,4809361200,35826068754,-0.0511,-0.000511
20181213,4393.324,4405.0861,4471.2565,4378.4604,4443.1572,6361391000,47775555072,1.1343,0.011343
20181214,4443.1572,4436.0023,4439.0458,4331.3785,4337.1025,6578654600,47335305358,-2.3869,-0.023869
20181217,4337.1025,4322.5935,4341.2033,4285.2144,4330.6465,5150281500,38561891398,-0.1489,-0.001489
20181218,4330.6465,4308.0478,4339.4043,4266.4517,4307.2675,5130347800,37327896872,-0.5399,-0.005399
20181219,4307.2675,4311.2792,4315.1081,4245.1504,4247.8991,4626017400,33854346744,-1.3783,-0.013783
20181220,4247.8991,4240.3729,4274.0116,4225.1345,4259.7614,4696785200,34730999574,0.2793,0.002793
20181221,4259.7614,4246.4287,4260.289,4204.486,4231.144,4711042500,35374801447,-0.6718,-0.006718
20181224,4231.144,4227.354,4276.9745,4215.0226,4274.7218,4184194100,32706121620,1.0299,0.010299
20181225,4274.7218,4233.5432,4244.9521,4132.7639,4225.5124,6038367300,43750314456,-1.1512,-0.011512
20181226,4225.5124,4218.6618,4241.3508,4194.305,4208.4053,4503293300,34328585011,-0.4049,-0.004049
20181227,4208.4053,4263.3345,4272.8081,4159.7661,4161.2702,5421939300,40327766018,-1.12,-0.0112
20181228,4161.2702,4168.9399,4192.6955,4138.9346,4168.0363,4996418500,37350056815,0.1626,0.001626
20190102,4168.0363,4176.1098,4179.7233,4125.9356,4131.9567,4749444900,35572462261,-0.8656,-0.008656
20190103,4131.9567,4131.6949,4182.1983,4110.527,4112.807,5549124400,41103713166,-0.4635,-0.004635
20190104,4112.807,4075.6217,4210.8786,4071.6898,4210.8786,7344873700,52230681319,2.3845,0.023845
20190107,4210.8786,4235.0346,4297.0238,4223.4585,4288.3234,8115345000,59231303976,1.8392,0.018392
20190108,4288.3234,4278.2802,4289.6278,4264.6001,4277.2967,6955693700,49700132327,-0.2571,-0.002571
20190109,4277.2967,4286.231,4354.1986,4280.6556,4288.7717,8515359500,61510931891,0.2683,0.002683
20190110,4288.7717,4289.5591,4319.4941,4274.1955,4281.8606,6891088900,49243142091,-0.1611,-0.001611
20190111,4281.8606,4282.3935,4316.5413,4267.2889,4314.8757,6835508500,46599960152,0.771,0.00771
20190114,4314.8757,4317.5239,4325.9474,4278.761,4286.5474,6767961400,44765955490,-0.6565,-0.006565
20190115,4286.5474,4282.9863,4350.9338,4271.6362,4347.3555,7200518100,50608143347,1.4186,0.014186
20190116,4347.3555,4347.0758,4364.0963,4330.7437,4336.8779,6927474400,50030063790,-0.241,-0.00241
20190117,4336.8779,4334.6309,4347.1786,4297.6681,4303.7308,7456211300,48421136078,-0.7643,-0.007643
20190118,4303.7308,4307.1386,4351.4382,4297.4773,4347.8112,8337161100,55476936297,1.0242,0.010242
20190121,4347.8112,4354.6997,4395.0631,4352.8102,4373.6333,7278153100,52937642778,0.5939,0.005939
20190122,4373.6333,4370.8568,4370.8568,4291.9624,4308.2518,6949667200,47826602461,-1.4949,-0.014949
20190123,4308.2518,4298.938,4322.8895,4292.0872,4315.6846,5848573500,40571874370,0.1725,0.001725
20190124,4315.6846,4318.7091,4363.2181,4292.8296,4338.17,7063030500,51572057927,0.521,0.00521
20190125,4338.17,4341.4133,4359.4637,4315.9525,4318.4417,7165747800,52504910506,-0.4548,-0.004548
20190128,4318.4417,4341.4922,4370.898,4297.9632,4307.2196,6727993500,49287478132,-0.2599,-0.002599
20190129,4307.2196,4301.4692,4301.4692,4188.594,4254.2875,7775372700,54223809273,-1.2289,-0.012289
20190130,4254.2875,4235.2746,4266.8811,4211.1908,4211.6235,5851377000,42466758483,-1.0028,-0.010028
20190131,4211.6235,4203.9772,4240.7162,4151.414,4176.4739,7151120500,47694716159,-0.8346,-0.008346
20190201,4176.4739,4189.1098,4295.0379,4189.1098,4294.2696,6609967700,47693471397,2.8205,0.028205
20190211,4294.2696,4306.2006,4403.7282,4306.2006,4402.8668,7529735600,56743679262,2.5289,0.025289
20190212,4402.8668,4398.4427,4452.5007,4394.8339,4439.485,8527115600,61588925289,0.8317,0.008317
20190213,4439.485,4442.7279,4526.2699,4433.0271,4512.4088,11321890300,82940466826,1.6426,0.016426
20190214,4512.4088,4507.8406,4555.2331,4494.5521,4532.1699,9482853300,70164059523,0.4379,0.004379
20190215,4532.1699,4523.9449,4544.3864,4497.3858,4502.7348,9351160700,67254618818,-0.6495,-0.006495
20190218,4502.7348,4527.9685,4660.999,4527.9685,4660.999,12412400400,92189941713,3.5148,0.035148
20190219,4660.999,4683.3252,4706.5253,4614.2779,4667.2836,14387476800,106000000000,0.1348,0.001348
20190220,4667.2836,4667.3534,4677.9779,4619.46,4667.6243,12021312900,87303394555,0.0073,0.000073
20190221,4667.6243,4666.2814,4750.418,4643.1096,4659.1431,14595111300,111000000000,-0.1817,-0.001817
20190222,4659.1431,4651.538,4777.2977,4649.2158,4777.2977,14616614200,112000000000,2.536,0.02536
20190225,4777.2977,4840.5434,5045.0755,4835.4825,5044.3466,24178357900,191000000000,5.59,0.0559
20190226,5044.3466,5059.284,5149.6229,5004.552,5038.5435,26283326500,196000000000,-0.115,-0.00115
20190227,5038.5435,5027.3875,5093.7952,4964.623,5017.8842,20885408700,155000000000,-0.41,-0.0041
20190228,5017.8842,5017.4403,5072.6687,4994.0501,5025.2913,15604287700,117000000000,0.1476,0.001476
20190301,5025.2913,5047.2277,5067.3068,4984.993,5067.225,14982833000,113000000000,0.8345,0.008345
20190304,5067.225,5112.9515,5253.388,5108.2823,5158.2467,23244686400,184000000000,1.7963,0.017963
20190305,5158.2467,5146.6204,5295.2878,5125.154,5295.2878,20689126100,168000000000,2.6567,0.026567
20190306,5295.2878,5328.1279,5395.554,5256.7934,5390.0294,26496431800,210000000000,1.7892,0.017892
20190307,5390.0294,5381.2266,5512.6438,5353.5735,5458.6153,26696722000,215000000000,1.2725,0.012725
20190308,5458.6153,5340.1057,5480.1728,5245.5313,5245.6999,28568024900,230000000000,-3.9005,-0.039005
20190311,5245.6999,5279.7507,5456.4199,5272.1903,5456.381,21425221300,186000000000,4.0163,0.040163
20190312,5456.381,5500.9359,5591.6863,5458.7596,5551.0029,24933399300,216000000000,1.7342,0.017342
20190313,5551.0029,5557.1556,5557.1556,5388.2464,5424.8642,22434923600,201000000000,-2.2724,-0.022724
20190314,5424.8642,5381.11,5432.5207,5236.7529,5298.5024,17860867900,154000000000,-2.3293,-0.023293
20190315,5298.5024,5328.8085,5418.3293,5308.0621,5359.0087,15284646500,140000000000,1.142,0.01142
20190318,5359.0087,5387.3756,5501.183,5333.2557,5501.183,17265525500,154000000000,2.653,0.02653
20190319,5501.183,5505.6985,5555.1227,5486.7986,5522.1801,16671393100,150000000000,0.3817,0.003817
20190320,5522.1801,5518.3087,5533.0525,5415.7549,5515.7856,17682073500,154000000000,-0.1158,-0.001158
20190321,5515.7856,5525.9922,5634.6618,5513.392,5589.478,20715004500,184000000000,1.336,0.01336
20190322,5589.478,5591.0427,5625.095,5505.8058,5622.1402,18195482300,169000000000,0.5844,0.005844
20190325,5622.1402,5521.251,5629.2277,5507.3576,5549.6711,17843293700,166000000000,-1.289,-0.01289
20190326,5549.6711,5571.5251,5589.4127,5380.8535,5394.8787,17616473000,161000000000,-2.7892,-0.027892
20190327,5394.8787,5431.9779,5447.8795,5333.7848,5447.8795,14495660800,135000000000,0.9824,0.009824
20190328,5447.8795,5432.9438,5487.7654,5370.1234,5370.1234,14926108200,141000000000,-1.4273,-0.014273
20190329,5370.1234,5370.4209,5550.7601,5346.2139,5547.6561,17833301700,165000000000,3.3059,0.033059
20190401,5547.6561,5591.6651,5763.5806,5591.6651,5757.8379,22118163100,208000000000,3.7887,0.037887
20190402,5757.8379,5794.7878,5833.0223,5750.3296,5775.5497,22875028400,216000000000,0.3076,0.003076
20190403,5775.5497,5744.2215,5843.468,5724.1257,5836.0369,19910476300,182000000000,1.0473,0.010473
20190404,5836.0369,5868.3919,5894.9882,5813.4624,5871.5575,20883485900,197000000000,0.6086,0.006086
20190408,5871.5575,5921.2105,5939.4979,5765.9069,5847.6296,23831746600,223000000000,-0.4075,-0.004075
20190409,5847.6296,5834.29,5877.84,5798.3736,5858.0464,17936350200,169000000000,0.1781,0.001781
20190410,5858.0464,5826.0258,5906.4273,5782.3689,5850.7609,17875360700,173000000000,-0.1244,-0.001244
20190411,5850.7609,5852.636,5866.9221,5720.5516,5727.1749,16587607300,157000000000,-2.1123,-0.021123
20190412,5727.1749,5720.0481,5749.3368,5673.7447,5714.3676,14007834100,126000000000,-0.2236,-0.002236
20190415,5714.3676,5795.5011,5815.3916,5654.3441,5655.9825,15775413600,148000000000,-1.0217,-0.010217
20190416,5655.9825,5625.1221,5777.0111,5583.6142,5777.0111,15602963200,147000000000,2.1398,0.021398
20190417,5777.0111,5776.6352,5840.6249,5757.9952,5807.7288,16980015500,159000000000,0.5317,0.005317
20190418,5807.7288,5804.3014,5826.6736,5762.5678,5775.171,15132250500,141000000000,-0.5606,-0.005606
20190419,5775.171,5762.5009,5810.1798,5710.7953,5810.1798,14872428900,134000000000,0.6062,0.006062
20190422,5810.1798,5821.0229,5824.5207,5704.9769,5723.0417,15816102600,143000000000,-1.4997,-0.014997
20190423,5723.0417,5710.7334,5710.7334,5610.7353,5628.0624,14987146100,134000000000,-1.6596,-0.016596
20190424,5628.0624,5636.4016,5682.4788,5568.408,5679.7256,13478441200,122000000000,0.918,0.00918
20190425,5679.7256,5652.0056,5662.7898,5457.8254,5458.4194,15140171800,132099000000,-3.8964,-0.038964
20190426,5458.4194,5427.6228,5496.0353,5407.1942,5408.0306,12427988000,108971000000,-0.9231,-0.009231
20190429,5408.0306,5405.1641,5421.6568,5252.0486,5265.6011,13867238700,119713000000,-2.6337,-0.026337
20190430,5265.6011,5244.0447,5349.9438,5244.0447,5307.56,10219034000,90849649254,0.7968,0.007968
20190506,5307.56,5122.4696,5125.1616,4874.6433,4908.7984,14338623300,116598000000,-7.5131,-0.075131
20190507,4908.7984,4933.0425,4990.1939,4886.0568,4973.4043,11657368700,97660954760,1.3161,0.013161
20190508,4973.4043,4865.7878,5028.526,4842.5603,4947.7419,10773812100,88503433406,-0.516,-0.00516
20190509,4947.7419,4897.9781,4955.7835,4879.6945,4888.4128,9093465600,75438861419,-1.1991,-0.011991
20190510,4888.4128,4940.4814,5064.323,4842.6072,5064.323,12217748300,103927000000,3.5985,0.035985
20190513,5064.323,5009.4748,5040.5037,4985.1882,5005.9044,9173639400,81269399675,-1.1535,-0.011535
20190514,5005.9044,4942.3937,5018.4131,4941.9271,4965.6124,8754096900,78269150192,-0.8049,-0.008049
20190515,4965.6124,5002.6051,5086.7298,4999.3368,5076.555,9746386000,88150026771,2.2342,0.022342
20190516,5076.555,5071.1085,5118.4448,5059.2068,5108.3588,10442216600,91206178691,0.6265,0.006265
20190517,5108.3588,5112.2411,5116.9934,4923.6727,4942.5792,11907121300,103931000000,-3.2453,-0.032453
20190520,4942.5792,4937.1767,4947.7455,4835.8087,4923.5589,9568649700,84271517275,-0.3848,-0.003848
20190521,4923.5589,4917.3424,5026.2842,4904.8232,5009.8725,10083707300,91301255168,1.7531,0.017531
20190522,5009.8725,5002.1602,5018.1092,4941.0098,4976.3929,9409270900,86507936443,-0.6683,-0.006683
20190523,4976.3929,4955.2522,4957.9863,4860.1881,4872.9202,9056368100,82582767292,-2.0793,-0.020793
20190524,4872.9202,4848.5757,4892.4587,4831.3352,4841.7573,7793343600,69305381771,-0.6395,-0.006395
20190527,4841.7573,4848.6417,4974.2676,4824.142,4962.947,9307641400,81678357211,2.503,0.02503
20190528,4962.947,4965.5908,5002.2491,4933.8967,4955.4855,9026398900,83641973469,-0.1503,-0.001503
20190529,4955.4855,4943.5678,4992.9887,4930.4307,4956.8638,8587685200,78641296291,0.0278,0.000278
20190530,4956.8638,4933.5006,4933.8544,4865.7753,4926.403,9477960200,80822550059,-0.6145,-0.006145
20190531,4926.403,4923.9199,4969.0513,4902.7379,4912.0005,8671672900,75731116074,-0.2924,-0.002924
20190603,4912.0005,4921.7084,4942.0652,4838.3523,4853.8153,9854083000,83580691984,-1.1846,-0.011846
20190604,4853.8153,4847.6634,4853.8105,4768.0393,4795.4129,8675165300,77250794625,-1.2032,-0.012032
20190605,4795.4129,4837.895,4850.8038,4777.9781,4783.8245,8130016500,72772853683,-0.2417,-0.002417
20190606,4783.8245,4776.4896,4776.6879,4668.5413,4678.7844,8341693100,70429637482,-2.1957,-0.021957
20190610,4678.7844,4693.7633,4750.5423,4662.7808,4725.2643,7336138100,63265364509,0.9934,0.009934
20190611,4725.2643,4730.8093,4903.8673,4728.4832,4901.4723,11681144600,99669915566,3.7291,0.037291
20190612,4901.4723,4889.3606,4917.0919,4852.9834,4863.4922,10784756100,94685225285,-0.7749,-0.007749
20190613,4863.4922,4855.5398,4892.5811,4831.5194,4877.6505,9617253800,79697102665,0.2911,0.002911
20190614,4877.6505,4880.2264,4893.9284,4786.195,4795.5267,10280389400,83140662638,-1.6837,-0.016837
20190617,4795.5267,4796.1203,4826.5959,4779.6429,4802.8185,7336113800,64090002526,0.1521,0.001521
20190618,4802.819,4804.302,4825.625,4773.55,4797.147,6656113800,56790002526,-0.1181,-0.001181
20190619,,4902.96,,,,,,,
20190620,,4853.21,,,,,,,
